,nt_dsc_estrut_fisic_ambiencia,nt_dsc_adap_defic_fisic_idosos,nt_dsc_equipamentos,nt_dsc_medicamentos,cnes
3784,1,2,1,2,2091011
3785,2,2,2,2,2183099
3786,1,1,2,2,2079941
3787,1,2,2,2,2768763
3788,1,2,1,2,2765780
3789,1,3,3,2,2117843
3790,1,1,1,2,2522721
3791,2,1,2,2,2096390
3792,2,3,2,2,2486776
3793,3,2,3,2,2274027
3794,1,1,2,2,14273
3795,2,2,1,2,2775417
3796,2,2,1,2,8699
3797,2,2,1,2,6316719
3798,3,2,1,2,2241579
3799,1,2,1,2,2149923
3800,2,3,1,2,2497875
3801,2,2,1,2,2451239
3802,1,3,2,2,5711207
3803,1,1,1,2,6261574
3804,1,3,1,2,2181487
3805,2,2,1,2,2372584
3806,3,2,1,2,6780113
3807,3,2,1,2,2444712
3808,2,3,2,2,2202166
3809,1,1,2,2,22748
3810,2,1,1,2,2241277
3811,3,3,1,2,2234122
3812,3,2,1,2,2682702
3813,1,2,1,2,6912214
3814,3,3,3,2,2439867
3815,2,2,1,2,2591545
3816,2,1,1,2,2593831
3817,2,1,1,2,6849954
3818,1,1,2,2,5342074
3819,2,1,1,2,2480263
3820,2,1,1,2,28282
3821,2,1,2,2,5100437
3822,3,2,2,2,5310601
3823,2,3,1,2,5444322
3824,2,1,1,2,6583997
3825,3,2,1,2,6493025
3826,3,1,1,2,6531482
3827,1,1,1,2,2742845
3828,3,2,1,2,2476193
3829,2,1,3,2,2613115
3830,1,2,2,2,6427944
3831,2,3,1,2,2387670
3832,2,3,1,2,2708094
3833,1,1,2,2,2470470
3834,2,2,3,2,3545059
3835,1,1,1,2,2041006
3836,3,3,1,2,2066866
3837,3,3,2,2,2687852
3838,3,1,1,2,2654601
3839,1,1,1,2,2445476
3840,3,3,1,2,2792621
3841,2,1,1,2,2429888
3842,2,2,1,2,2412837
3843,2,1,2,2,2028018
3844,2,2,1,2,2512599
3845,1,1,2,2,2658909
3846,2,2,1,2,2029219
3847,1,1,2,2,2527456
3848,3,3,2,2,2103729
3849,2,2,1,2,1813
3850,3,1,1,2,5446422
3851,1,1,2,2,5526914
3852,2,1,1,2,5375053
3853,2,3,1,2,5931967
3854,1,1,1,2,2480239
3855,2,1,2,2,5456118
3856,2,1,1,2,6219411
3857,1,2,2,2,3798119
3858,3,3,1,2,3549704
3859,1,2,1,2,2698323
3860,2,1,2,2,3820130
3861,2,3,2,2,2421402
3862,2,1,1,2,2727285
3863,3,1,1,2,2053780
3864,2,1,1,2,3778827
3865,2,3,3,2,2537540
3866,3,1,2,2,19712
3867,1,1,1,2,12785
3868,1,3,3,2,26387
3869,2,2,1,2,2482223
3870,3,1,1,2,3018113
3871,3,2,1,2,23213
3872,3,1,1,2,2105195
3873,1,2,1,2,3248607
3874,3,3,3,2,2586185
3875,3,1,1,2,2694026
3876,1,2,1,2,2632829
3877,3,3,1,2,2096161
3878,2,1,3,2,2481251
3879,2,1,1,2,2739267
3880,1,1,2,2,2325233
3881,1,1,1,2,2014823
3882,1,1,1,2,2367742
3883,3,2,1,2,2361256
3884,2,1,2,2,2494094
3885,3,1,1,2,2071835
3886,2,3,2,2,2477300
3887,1,2,1,2,2428318
3888,3,3,1,2,4064925
3889,1,2,1,2,2683172
3890,1,1,1,2,5691982
3891,1,1,1,2,2719029
3892,1,2,1,2,20311
3893,1,1,1,2,2736799
3894,1,1,2,2,6479731
3895,3,2,1,2,2783193
3896,2,1,2,2,2019477
3897,3,1,1,2,2792192
3898,2,2,1,2,2226790
3899,2,1,1,2,2225026
3900,2,2,1,2,2050633
3901,1,2,2,2,2603209
3902,2,2,1,2,2181274
3903,2,3,1,2,2224402
3904,1,1,1,2,2033593
3905,1,1,2,2,2004364
3906,2,1,2,2,2251094
3907,2,1,1,2,6461514
3908,3,2,1,2,2752220
3909,2,3,1,2,2184303
3910,3,2,1,2,2195380
3911,2,1,1,2,2211874
3912,1,2,1,2,2704021
3913,2,1,1,2,2345382
3914,2,1,1,2,3400069
3915,3,3,3,2,2072998
3916,1,1,2,2,2741423
3917,3,3,1,2,6398650
3918,3,3,1,2,2620782
3919,3,2,2,2,6763227
3920,2,3,3,2,2512858
3921,2,3,1,2,2653729
3922,2,2,1,2,2035944
3923,1,2,2,2,3684539
3924,3,3,2,2,23132
3925,1,1,2,2,3322068
3926,2,1,1,2,6900283
3927,2,2,1,2,6898165
3928,1,1,1,2,2499274
3929,2,1,1,2,2329352
3930,3,1,1,2,6934447
3931,3,1,1,2,3212017
3932,1,1,1,2,3924157
3933,3,1,1,2,5375940
3934,1,2,2,2,2169738
3935,2,1,1,2,2767619
3936,2,2,1,2,5410843
3937,2,3,1,2,6425283
3938,3,2,1,2,2478625
3939,1,2,1,2,5585724
3940,2,1,1,2,5068797
3941,2,3,1,2,6703232
3942,1,1,2,2,2512181
3943,3,3,2,2,2719495
3944,2,1,1,2,25453
3945,1,1,2,2,2564424
3946,1,2,1,2,2039990
3947,2,1,1,2,2168952
3948,3,1,1,2,2141043
3949,2,2,1,2,2479532
3950,1,2,2,2,2538555
3951,1,1,1,2,2403102
3952,2,3,1,2,2785447
3953,1,1,2,2,2552752
3954,2,2,1,2,2756854
3955,1,1,2,2,2264730
3956,2,1,1,2,2446456
3957,3,2,1,2,17345
3958,2,1,1,2,2038382
3959,1,2,1,2,2039184
3960,1,2,1,2,2576783
3961,1,2,1,2,2481804
3962,1,2,2,2,2622726
3963,1,1,2,2,2653850
3964,3,1,1,2,2710595
3965,3,3,1,2,8214
3966,1,1,1,2,2230038
3967,1,1,2,2,2774429
3968,2,1,1,2,2776405
3969,1,1,1,2,2694174
3970,1,2,1,2,2505673
3971,2,1,1,2,3563383
3972,1,1,1,2,2366401
3973,3,1,1,2,2481642
3974,2,1,1,2,5296935
3975,1,1,2,2,3566633
3976,3,1,2,2,2527073
3977,2,1,1,2,3742865
3978,1,2,2,2,3717860
3979,2,1,1,2,2348977
3980,1,1,3,2,5491991
3981,1,1,2,2,2659840
3982,1,2,1,2,2532824
3983,1,1,1,2,6966136
3984,1,2,1,2,2649411
3985,3,3,1,2,2413124
3986,3,1,1,2,2453991
3987,3,3,1,2,2419297
3988,1,1,2,2,2257459
3989,2,2,1,2,9474
3990,3,2,1,2,2747995
3991,1,2,1,2,2636298
3992,3,2,1,2,2743531
3993,3,3,1,2,2299690
3994,3,2,1,2,2678365
3995,1,1,1,2,2276984
3996,1,2,1,2,2790130
3997,3,2,1,2,2620901
3998,1,2,1,2,5473241
3999,3,2,1,2,6049478
4000,2,1,1,2,2452219
4001,1,1,1,2,2446332
4002,3,3,3,2,3409740
4003,2,1,1,2,2383136
4004,2,2,1,2,2050900
4005,1,3,3,2,2727366
4006,2,1,1,2,4033337
4007,3,3,1,2,2115506
4008,1,1,3,2,2403420
4009,3,2,1,2,3394557
4010,2,2,1,2,2023199
4011,3,1,1,2,2003554
4012,2,2,1,2,23477
4013,3,2,1,2,2056038
4014,3,2,1,2,2750694
4015,2,2,1,2,2473534
4016,2,1,1,2,2342405
4017,3,2,1,2,2512432
4018,1,1,1,2,140
4019,3,3,1,2,2527324
4020,2,1,1,2,2066955
4021,2,1,1,2,2437562
4022,2,1,1,2,2118491
4023,3,2,1,2,2223864
4024,2,2,1,2,2321904
4025,1,1,2,2,18422
4026,3,2,1,2,2806908
4027,2,1,1,2,2495929
4028,2,2,1,2,2473275
4029,3,2,1,2,4049799
4030,1,1,1,2,2572354
4031,1,2,1,2,5474019
4032,2,1,1,2,3855465
4033,1,1,2,2,2497697
4034,1,2,1,2,2444151
4035,2,1,3,2,2429101
4036,3,3,1,2,3328341
4037,2,1,1,2,3533808
4038,2,1,3,2,2527367
4039,2,3,2,2,3798259
4040,3,1,2,2,2472201
4041,2,1,1,2,2756366
4042,2,1,1,2,3647706
4043,1,1,1,2,2364573
4044,2,2,1,2,2512343
4045,1,2,1,2,6798837
4046,1,1,2,2,3355012
4047,2,1,1,2,2475472
4048,1,3,3,2,6403050
4049,3,2,2,2,6463959
4050,2,1,1,2,2213389
4051,1,1,1,2,2210177
4052,1,2,1,2,2234300
4053,2,1,1,2,2251434
4054,3,3,2,2,3007626
4055,1,1,3,2,2372355
4056,2,3,1,2,5281938
4057,2,1,1,2,2365952
4058,1,1,1,2,6545122
4059,2,2,1,2,6682545
4060,1,2,1,2,2512114
4061,1,1,1,2,2673967
4062,1,1,2,2,2244659
4063,2,2,1,2,2063352
4064,2,1,1,2,2587971
4065,1,1,2,2,2597942
4066,1,2,2,2,3074544
4067,2,1,1,2,2720817
4068,1,2,2,2,3583309
4069,1,2,1,2,2086743
4070,1,1,1,2,2743248
4071,2,3,1,2,2243547
4072,2,3,1,2,2375796
4073,1,2,1,2,5250544
4074,1,1,2,2,2746468
4075,3,2,1,2,2057271
4076,1,1,2,2,2626802
4077,3,2,1,2,2703289
4078,1,3,2,2,6082467
4079,2,1,3,2,3258017
4080,3,3,2,2,3548198
4081,1,2,2,2,4032993
4082,2,3,1,2,3746682
4083,2,1,3,2,2497662
4084,2,1,1,2,2711052
4085,1,2,1,2,2511282
4086,2,2,1,2,2422204
4087,2,3,2,2,4025679
4088,3,2,1,2,4027671
4089,3,3,3,2,2560658
4090,3,1,1,2,2453754
4091,3,2,2,2,2523485
4092,1,1,1,2,2669021
4093,3,3,1,2,2214245
4094,3,3,1,2,2418517
4095,1,2,1,2,2000059
4096,1,2,1,2,2787547
4097,1,1,1,2,2650746
4098,1,1,1,2,2637286
4099,2,1,1,2,841
4100,2,3,1,2,2791978
4101,1,1,1,2,2366002
4102,3,2,1,2,2426064
4103,2,1,1,2,2385554
4104,1,2,2,2,2564416
4105,3,3,1,2,2721996
4106,2,2,1,2,2114593
4107,1,1,2,2,5985331
4108,1,1,2,2,2683407
4109,2,2,1,2,2511606
4110,2,3,1,2,2351943
4111,3,2,1,2,2783207
4112,3,1,1,2,6012604
4113,2,2,1,2,2561565
4114,3,2,1,2,2219018
4115,1,2,1,2,4072103
4116,1,1,1,2,2307553
4117,3,2,1,2,2773694
4118,2,2,1,2,2372436
4119,1,1,1,2,2445522
4120,3,1,1,2,5921724
4121,2,3,1,2,2028107
4122,2,1,1,2,2684284
4123,2,3,3,2,2754606
4124,1,1,2,2,2349132
4125,2,2,1,2,2178966
4126,2,2,1,2,2212471
4127,1,3,2,2,2382245
4128,2,1,1,2,2356740
4129,1,1,2,2,2527952
4130,2,1,1,2,2552515
4131,3,3,3,2,3518736
4132,1,1,1,2,2268159
4133,1,2,2,2,3346528
4134,2,1,1,2,2528959
4135,3,2,3,2,3908291
4136,1,2,1,2,2269546
4137,3,2,1,2,3127575
4138,2,2,1,2,17566
4139,1,1,1,2,2454564
4140,1,1,2,2,2597926
4141,2,2,1,2,2010577
4142,2,3,1,2,3552454
4143,1,1,2,2,6769
4144,1,1,2,2,6167381
4145,1,2,1,2,5459664
4146,3,3,2,2,2380536
4147,1,3,1,2,6675913
4148,2,3,2,2,6302920
4149,2,1,1,2,6733204
4150,1,1,2,2,2216655
4151,2,2,1,2,5246784
4152,1,1,1,2,3746771
4153,1,2,2,2,6568491
4154,2,1,1,2,2466627
4155,3,3,1,2,6932916
4156,2,3,1,2,2481138
4157,1,2,2,2,2482045
4158,3,2,1,2,2023156
4159,1,2,1,2,2723867
4160,2,1,1,2,2208636
4161,2,3,1,2,6889697
4162,3,1,2,2,2100789
4163,1,1,1,2,2379473
4164,3,3,3,2,2512831
4165,2,2,1,2,2247909
4166,1,1,1,2,2367513
4167,1,1,2,2,5134609
4168,1,1,3,2,2506459
4169,1,2,1,2,6576885
4170,2,3,1,2,6591094
4171,2,2,1,2,6645453
4172,1,1,2,2,3006182
4173,3,3,2,2,2228262
4174,2,1,1,2,2238020
4175,1,1,2,2,2030144
4176,1,2,1,2,3236528
4177,1,1,2,2,2059223
4178,1,1,2,2,2374595
4179,2,2,2,2,2045125
4180,2,1,1,2,2422794
4181,1,2,1,2,2523094
4182,2,3,3,2,2419408
4183,2,1,1,2,2537524
4184,3,2,2,2,2683288
4185,3,2,1,2,6012582
4186,2,3,1,2,2104164
4187,1,1,2,2,6161235
4188,3,1,1,2,5341167
4189,1,1,1,2,3554902
4190,3,2,1,2,2371464
4191,2,2,2,2,3752615
4192,2,2,1,2,3810984
4193,3,1,1,2,2806177
4194,3,3,1,2,2376202
4195,2,3,2,2,2040565
4196,1,2,2,2,2367084
4197,3,1,2,2,2505916
4198,1,1,2,2,2735105
4199,1,1,1,2,2734974
4200,2,3,1,2,2052172
4201,3,3,1,2,2085623
4202,1,1,2,2,4009673
4203,2,3,1,2,2263122
4204,2,1,2,2,22330
4205,2,2,1,2,2346672
4206,1,1,2,2,8007942
4207,3,1,2,2,2443546
4208,1,1,2,2,3021882
4209,2,1,2,2,2315203
4210,1,1,2,2,5529395
4211,1,2,1,2,2565064
4212,1,1,1,2,2532123
4213,2,3,2,2,2156709
4214,2,2,1,2,2203065
4215,2,1,1,2,2679965
4216,3,3,1,2,2513226
4217,3,1,1,2,2232340
4218,3,2,1,2,2438666
4219,2,1,2,2,2185946
4220,1,2,1,2,2387832
4221,1,1,2,2,6008984
4222,1,2,1,2,2714353
4223,2,2,1,2,2039958
4224,1,1,1,2,2739720
4225,2,2,1,2,2785757
4226,1,2,1,2,2301822
4227,3,3,1,2,2244373
4228,3,3,1,2,2058375
4229,2,3,1,2,2194481
4230,2,1,1,2,5890977
4231,3,2,1,2,2361000
4232,3,1,1,2,3581683
4233,3,2,1,2,2181398
4234,3,2,1,2,2485885
4235,2,1,1,2,5711630
4236,2,2,1,2,2227606
4237,2,1,1,2,2149036
4238,3,2,2,2,2066890
4239,1,1,2,2,2372770
4240,3,1,1,2,2645173
4241,1,2,1,2,2530171
4242,2,1,2,2,3438449
4243,2,2,1,2,2425815
4244,1,1,2,2,3382001
4245,1,1,1,2,2713934
4246,1,1,1,2,2463822
4247,1,2,1,2,3541282
4248,3,2,1,2,2664348
4249,2,3,1,2,3523349
4250,1,1,1,2,2424371
4251,2,2,1,2,2704994
4252,1,1,1,2,2014874
4253,2,2,1,2,2438518
4254,3,2,1,2,2658305
4255,2,2,1,2,2765721
4256,1,2,3,2,2238357
4257,2,1,2,2,2240769
4258,3,1,1,2,22349
4259,1,1,2,2,22926
4260,2,1,3,2,2563126
4261,2,3,1,2,2647346
4262,1,2,1,2,6857957
4263,2,1,1,2,6929761
4264,2,1,1,2,2617293
4265,2,3,1,2,3945618
4266,1,1,2,2,2340445
4267,2,1,1,2,2676931
4268,1,1,1,2,5098556
4269,3,1,1,2,5581125
4270,2,1,1,2,5132282
4271,1,2,1,2,2409305
4272,1,1,2,2,6367461
4273,2,3,1,2,2286696
4274,3,2,1,2,6664792
4275,2,1,1,2,2249936
4276,2,1,1,2,2750708
4277,1,2,1,2,2355760
4278,1,1,2,2,2433982
4279,1,1,1,2,2739283
4280,1,1,3,2,2492490
4281,3,1,1,2,2020289
4282,3,2,1,2,2352168
4283,2,2,1,2,2264528
4284,2,1,1,2,2016176
4285,1,1,1,2,5479657
4286,1,2,1,2,4049306
4287,2,1,1,2,3082121
4288,2,2,3,2,2098873
4289,2,1,1,2,2555433
4290,2,2,1,2,2024039
4291,1,3,2,2,2566923
4292,3,2,1,2,2645025
4293,1,2,2,2,2524902
4294,2,1,1,2,2446871
4295,3,1,1,2,2506149
4296,3,3,2,2,2123738
4297,2,3,1,2,5304830
4298,1,1,2,2,2620944
4299,2,2,1,2,2704501
4300,3,2,1,2,6154530
4301,2,1,1,2,6317685
4302,3,1,1,2,2387247
4303,1,2,2,2,2304759
4304,1,2,1,2,2709392
4305,1,1,2,2,3686078
4306,2,2,1,2,3569284
4307,3,2,1,2,2479680
4308,1,1,1,2,5384419
4309,2,2,1,2,2334739
4310,1,2,2,2,2537575
4311,2,3,3,2,2769492
4312,3,2,1,2,3015645
4313,1,2,3,2,2414295
4314,3,2,1,2,2701359
4315,2,1,1,2,2714655
4316,1,2,2,2,2211068
4317,2,1,1,2,2529203
4318,1,1,2,2,2349124
4319,1,3,2,2,2610647
4320,1,1,1,2,2368528
4321,2,1,1,2,2263548
4322,3,3,1,2,2372320
4323,1,2,2,2,2552205
4324,1,2,1,2,5463645
4325,1,2,1,2,2457350
4326,2,2,1,2,2046199
4327,1,2,1,2,2562367
4328,1,2,2,2,2611953
4329,2,3,1,2,2783231
4330,1,1,1,2,2494388
4331,2,1,1,2,2469359
4332,3,1,1,2,2141086
4333,2,2,1,2,3497585
4334,2,1,2,2,2529084
4335,2,1,1,2,2364417
4336,1,1,3,2,2293579
4337,1,3,2,2,5870062
4338,1,2,1,2,2180863
4339,2,2,1,2,2257904
4340,2,1,1,2,2090910
4341,3,2,1,2,2024047
4342,3,2,1,2,2447487
4343,3,2,1,2,2039931
4344,3,3,3,2,2372088
4345,3,2,1,2,2151693
4346,2,1,2,2,2304627
4347,1,3,1,2,3515761
4348,2,1,2,2,2475030
4349,1,2,1,2,2372541
4350,1,3,1,2,6757677
4351,3,2,1,2,6785247
4352,3,2,2,2,2185253
4353,2,3,2,2,2201038
4354,1,3,1,2,3002608
4355,1,1,2,2,2248468
4356,3,2,2,2,2658267
4357,3,2,1,2,2441306
4358,3,3,2,2,23248
4359,3,2,1,2,6922457
4360,3,1,2,2,2150778
4361,2,1,1,2,2464586
4362,1,1,2,2,2563088
4363,2,2,2,2,2504243
4364,2,1,2,2,2775107
4365,2,1,1,2,2578905
4366,2,1,1,2,2148919
4367,2,3,1,2,2778017
4368,2,3,2,2,2413248
4369,1,1,3,2,5270006
4370,3,2,1,2,5266939
4371,3,1,1,2,5313678
4372,3,2,1,2,5550394
4373,2,3,1,2,2601451
4374,2,1,1,2,2636395
4375,1,2,3,2,3034550
4376,1,1,1,2,2003627
4377,2,1,1,2,3037908
4378,2,1,3,2,3057747
4379,1,1,1,2,2742675
4380,2,3,2,2,2748703
4381,1,2,1,2,2562251
4382,3,2,1,2,2791374
4383,1,2,1,2,2224259
4384,1,2,1,2,2483947
4385,1,1,1,2,2310961
4386,2,1,1,2,2346060
4387,2,2,1,2,2284340
4388,1,1,2,2,2490579
4389,3,3,2,2,2037955
4390,2,1,1,2,2429969
4391,2,2,1,2,2700492
4392,2,1,1,2,2257432
4393,1,1,1,2,2409054
4394,3,2,1,2,2158728
4395,1,2,1,2,2051400
4396,1,1,2,2,2499282
4397,1,1,1,2,2486245
4398,1,2,1,2,5527511
4399,2,1,1,2,2806975
4400,2,2,1,2,2466228
4401,3,3,1,2,3642860
4402,2,2,1,2,3564630
4403,3,2,1,2,2429977
4404,1,2,1,2,2387867
4405,1,2,2,2,2637103
4406,1,2,2,2,2250608
4407,3,2,1,2,2757850
4408,1,1,2,2,2164965
4409,1,2,3,2,2552051
4410,1,2,1,2,2752255
4411,3,3,1,2,2242923
4412,1,1,2,2,22187
4413,2,1,1,2,2806657
4414,1,1,1,2,2015889
4415,1,2,1,2,2506009
4416,1,2,1,2,2225700
4417,3,3,1,2,5791421
4418,2,3,1,2,2209667
4419,1,1,1,2,2003538
4420,2,2,3,2,2689499
4421,2,3,1,2,2610566
4422,3,2,1,2,2055325
4423,1,2,2,2,2635682
4424,3,3,3,2,2096803
4425,1,2,1,2,2635410
4426,2,1,1,2,2003236
4427,2,2,1,2,9393
4428,1,1,1,2,2347849
4429,2,2,1,2,2719274
4430,3,3,3,2,2038102
4431,2,2,1,2,2090481
4432,1,2,2,2,2467828
4433,2,1,1,2,2555611
4434,2,1,2,2,5854040
4435,3,2,3,2,2070235
4436,2,2,1,2,2008920
4437,3,2,2,2,6000606
4438,2,2,1,2,3773787
4439,1,1,2,2,3966046
4440,1,2,1,2,3333574
4441,2,3,3,2,4028201
4442,1,1,1,2,2418843
4443,1,1,2,2,2501996
4444,2,2,1,2,3556360
4445,2,3,1,2,2503697
4446,1,1,2,2,3467627
4447,1,1,1,2,3016765
4448,2,1,1,2,2712946
4449,2,2,1,2,3983625
4450,1,1,1,2,2770652
4451,1,3,2,2,3021130
4452,2,1,1,2,2340461
4453,2,2,1,2,6381057
4454,2,3,1,2,2459574
4455,3,3,1,2,6156576
4456,1,2,1,2,6411673
4457,3,3,2,2,6805809
4458,2,2,1,2,6076661
4459,1,1,1,2,2743183
4460,3,2,1,2,2469952
4461,1,1,1,2,5041910
4462,2,1,1,2,2725924
4463,2,1,1,2,6644732
4464,2,1,1,2,2445190
4465,1,1,1,2,2564920
4466,2,1,1,2,5925622
4467,3,2,1,2,2503573
4468,2,1,1,2,5904315
4469,2,2,1,2,2775166
4470,1,2,2,2,5985374
4471,1,2,1,2,2091828
4472,3,1,2,2,2165120
4473,1,1,2,2,2227991
4474,2,3,1,2,2181509
4475,3,3,1,2,2103508
4476,2,1,1,2,2126168
4477,1,2,1,2,2499789
4478,2,2,1,2,3929930
4479,3,2,1,2,3495922
4480,1,2,1,2,2644932
4481,2,3,1,2,3445313
4482,1,1,1,2,3979938
4483,1,2,2,2,2695979
4484,1,2,1,2,3584194
4485,2,1,1,2,2528770
4486,3,1,1,2,2705753
4487,1,2,1,2,2230127
4488,3,2,2,2,3281426
4489,2,1,1,2,6165680
4490,1,2,1,2,3581748
4491,2,2,2,2,3470261
4492,2,1,1,2,6701019
4493,2,3,1,2,2592495
4494,3,1,1,2,2788705
4495,1,1,1,2,2264978
4496,2,1,1,2,2343983
4497,1,1,1,2,6798446
4498,3,2,2,2,3981088
4499,2,1,1,2,2554348
4500,3,2,1,2,2526581
4501,3,2,1,2,2231557
4502,2,1,1,2,2795809
4503,2,1,2,2,4014170
4504,2,2,2,2,2377241
4505,3,3,3,2,2779250
4506,2,1,1,2,2561840
4507,3,2,1,2,2047136
4508,1,1,1,2,11207
4509,2,3,1,2,2143305
4510,2,3,2,2,2148218
4511,1,2,2,2,2013673
4512,2,2,1,2,6405959
4513,1,3,3,2,2636468
4514,1,3,2,2,2512920
4515,2,1,1,2,6506232
4516,2,2,1,2,6682235
4517,1,2,1,2,6451713
4518,3,3,2,2,2221918
4519,3,3,1,2,2535718
4520,3,2,1,2,2376377
4521,3,3,1,2,2088142
4522,3,1,2,2,2087596
4523,1,1,2,2,2468034
4524,2,1,2,2,2346370
4525,2,1,1,2,2660733
4526,1,2,1,2,2702231
4527,1,3,2,2,2480271
4528,3,2,1,2,2221624
4529,3,3,2,2,2658410
4530,3,2,1,2,2706083
4531,1,2,1,2,2714302
4532,3,3,2,2,2065118
4533,1,2,1,2,3264742
4534,2,1,1,2,3006697
4535,3,3,1,2,3057321
4536,1,2,3,2,2474921
4537,2,3,1,2,2141051
4538,1,2,1,2,2723891
4539,1,1,1,2,3012417
4540,3,2,1,2,2752301
4541,3,3,2,2,2116561
4542,3,3,1,2,5455642
4543,1,2,1,2,6187838
4544,3,2,1,2,5551722
4545,1,3,1,2,6248152
4546,3,1,2,2,3670430
4547,3,1,1,2,3561186
4548,1,2,2,2,3598012
4549,3,2,2,2,3667537
4550,3,3,1,2,2688107
4551,2,1,1,2,3769127
4552,1,2,2,2,3657965
4553,2,1,1,2,2023636
4554,2,2,1,2,3024474
4555,1,2,3,2,2788667
4556,1,1,1,2,6998720
4557,2,2,1,2,2421216
4558,3,3,1,2,2791145
4559,1,1,1,2,6230016
4560,3,1,2,2,4013387
4561,2,1,1,2,23205
4562,3,3,2,2,2281074
4563,1,3,1,2,2624370
4564,3,3,3,2,2005174
4565,2,2,3,2,2087782
4566,2,3,1,2,2611937
4567,1,2,2,2,2183358
4568,1,1,1,2,2772574
4569,1,2,1,2,4040910
4570,1,3,1,2,4040953
4571,2,3,1,2,2560380
4572,1,2,2,2,2340658
4573,1,2,1,2,6170668
4574,3,1,1,2,2161877
4575,2,3,1,2,2775522
4576,2,2,1,2,2465868
4577,1,2,1,2,2049309
4578,1,1,2,2,2203332
4579,1,2,2,2,2626780
4580,2,1,2,2,3303179
4581,3,3,1,2,2577
4582,2,3,1,2,2698676
4583,3,3,1,2,2224550
4584,2,1,1,2,2212706
4585,2,1,1,2,2091984
4586,3,1,1,2,2754258
4587,3,1,1,2,2587807
4588,2,1,1,2,2099926
4589,1,2,1,2,2484005
4590,1,2,2,2,4063406
4591,1,2,1,2,2299712
4592,1,1,2,2,3778738
4593,1,2,1,2,6387500
4594,1,2,1,2,2497972
4595,3,1,1,2,2528827
4596,2,2,1,2,3385116
4597,3,2,3,2,2645521
4598,1,2,2,2,2231735
4599,1,1,3,2,8001626
4600,3,3,1,2,2564157
4601,1,2,2,2,2550520
4602,2,2,1,2,2292408
4603,3,2,1,2,2537966
4604,1,2,1,2,2237369
4605,2,2,1,2,3101932
4606,3,1,1,2,2344912
4607,2,3,2,2,2467577
4608,3,3,1,2,6815391
4609,2,1,2,2,6817971
4610,2,2,1,2,2036479
4611,1,2,1,2,2466015
4612,1,1,1,2,4020502
4613,1,2,1,2,3012107
4614,3,3,1,2,6894461
4615,2,2,1,2,2811502
4616,3,3,1,2,23191
4617,2,1,1,2,2588706
4618,2,1,1,2,3994864
4619,2,1,1,2,2369451
4620,1,1,2,2,2368439
4621,3,2,1,2,3872734
4622,1,1,1,2,5098963
4623,2,2,2,2,6532233
4624,1,1,2,2,6431445
4625,2,1,1,2,6613039
4626,3,1,2,2,2303221
4627,3,3,2,2,4051939
4628,2,3,1,2,2512203
4629,1,2,1,2,2279452
4630,1,1,2,2,2513269
4631,2,1,2,2,2725851
4632,3,2,1,2,2123223
4633,3,1,3,2,3089622
4634,2,2,1,2,2056364
4635,2,1,2,2,2771675
4636,3,2,3,2,3195201
4637,1,1,1,2,2015803
4638,3,3,1,2,3336484
4639,1,1,2,2,2775573
4640,2,1,1,2,5724465
4641,2,2,1,2,2356694
4642,3,1,2,2,2747480
4643,3,1,2,2,2374684
4644,2,1,3,2,5392039
4645,3,3,1,2,2184338
4646,2,1,1,2,6303021
4647,1,2,3,2,5380278
4648,1,2,1,2,6239935
4649,1,3,2,2,2695847
4650,2,1,2,2,2464942
4651,2,1,1,2,10928
4652,1,2,1,2,3029980
4653,3,1,1,2,3677338
4654,3,2,1,2,3698211
4655,3,2,3,2,2591480
4656,1,1,2,2,3063771
4657,2,3,1,2,6942520
4658,3,1,1,2,2445425
4659,1,1,2,2,2093375
4660,3,1,2,2,24104
4661,1,1,2,2,22209
4662,1,1,1,2,2341603
4663,2,1,1,2,2422689
4664,3,2,1,2,2091208
4665,2,1,2,2,2059452
4666,3,1,2,2,2073064
4667,1,3,2,2,2476932
4668,3,2,1,2,2419882
4669,2,2,1,2,2200309
4670,1,1,1,2,2299860
4671,2,1,1,2,2098229
4672,2,2,1,2,2090341
4673,1,1,1,2,2296918
4674,2,3,2,2,2226634
4675,1,2,1,2,2382350
4676,2,1,1,2,6057594
4677,1,2,1,2,2396548
4678,1,2,2,2,2529238
4679,1,3,1,2,2211203
4680,3,2,1,2,2224844
4681,2,1,1,2,2263009
4682,2,1,1,2,25445
4683,1,1,1,2,2008084
4684,3,1,1,2,2341638
4685,2,3,1,2,2342081
4686,1,2,1,2,5192722
4687,2,1,1,2,2651106
4688,1,1,1,2,5983541
4689,3,3,1,2,2037386
4690,3,2,1,2,2215179
4691,1,2,2,2,6059597
4692,1,2,1,2,5772605
4693,3,3,2,2,2140667
4694,1,1,2,2,2633094
4695,2,2,1,2,2563789
4696,1,2,1,2,6127339
4697,3,2,1,2,2307782
4698,2,1,1,2,2713551
4699,1,2,1,2,2600676
4700,1,1,1,2,3135039
4701,1,1,1,2,5009669
4702,3,2,1,2,2712903
4703,2,1,1,2,2327775
4704,2,1,1,2,2307375
4705,1,3,2,2,3494713
4706,1,2,1,2,3333507
4707,2,1,1,2,2644452
4708,2,2,1,2,2463393
4709,3,2,1,2,6198171
4710,1,1,1,2,2633981
4711,3,3,1,2,2154064
4712,2,1,2,2,2265796
4713,3,2,1,2,7978
4714,3,2,1,2,2215403
