,lat,long,cod_municipio,cnes,nom_estab,dsc_endereco,dsc_bairro,dsc_cidade,dsc_telefone,dsc_estrut_fisic_ambiencia,dsc_adap_defic_fisic_idosos,dsc_equipamentos,dsc_medicamentos,uf,cidade,no_fantasia,no_logradouro,no_bairro,cod_estado,nome_estado
58,-9.641,-36.22,270100,2011700,USF VARELA I,RUA JOSE ROBERTO,VARELA,Boca da Mata,(82)279 1059,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,AL,Boca da Mata,UBS MARIA GENURA DE AMORIM DAMASO,RUA MANOEL ANACLETO - S/N,VARELA,27,Alagoas
59,-9.684,-36.304,270020,2011344,USF CHA DA MANGABEIRA,RUA JOS FRANCISCO DE OLIVEIRA,CH DA MANGABEIRA,Anadia,32771723,Desempenho muito acima da média,Desempenho acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,AL,Anadia,USF CHA DA MANGABEIRA,RUA JOS FRANCISCO DE OLIVEIRA - S/N,CH DA MANGABEIRA,27,Alagoas
60,-9.666,-35.735,270430,2005808,UNIDADE DO PSF VALE DO PITANGUINHA,RUA DR MIGUEL PALMEIRA,PITANGUINHA,Maceió,33155370,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,AL,Maceió,UNIDADE DO PSF VALE DO PITANGUINHA 3 DS,RUA ANTONIO NOGUEIRA - S/N,PITANGUINHA,27,Alagoas
61,-9.666,-35.735,270430,2005549,UNIDADE DE SAUDE DR CLAUDIO MEDEIROSRIO NOVO,R DO CRAVO,RIO NOVO,Maceió,8233155384,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,AL,Maceió,UNIDADE DE SAUDE DR CLAUDIO MEDEIROSRIO NOVO 4 DS,RUA SAO LUIS - S/N,RIO NOVO,27,Alagoas
62,-9.666,-35.735,270430,2009854,CAIC VIRGEM DOS POBRES,AV SEN RUI PALMEIRA,TRAPICHE,Maceió,33155280,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,AL,Maceió,CAIC VIRGEM DOS POBRES 2 DS,AV SEN RUI PALMEIRA - S/N,TRAPICHE,27,Alagoas
63,-9.371,-36.241,270940,2003511,POSTO DE SAUDE TANGIL,POVOADO DE TANGIL,ZONA RURAL,Viçosa,Não se aplica,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,AL,Viçosa,POSTO DE SAUDE TANGIL,POVOADO DE TANGIL - S/N,ZONA RURAL,27,Alagoas
64,-9.741,-36.503,270420,2007738,POSTO DE SAUDE CAJUEIRO,SITIO CAJUEIRO,ZONA RURAL,Limoeiro de Anadia,(82) 5231181,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,AL,Limoeiro de Anadia,POSTO DE SAUDE CAJUEIRO,SITIO CAJUEIRO - S/N,ZONA RURAL,27,Alagoas
65,-9.371,-36.241,270940,6363601,UNIDADE BASICA DE SAUDE OCTAVIO BRANDAO,CONJ CIDADE DE DEUS AREA 04,MUTIRAO,Viçosa,Não se aplica,Desempenho mediano ou  um pouco abaixo da média,Desempenho muito acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,AL,Viçosa,UNIDADE BASICA DE SAUDE OCTAVIO BRANDAO,CONJ CIDADE DE DEUS AREA 04 - S/N,MUTIRAO,27,Alagoas
66,-9.354,-37.507,270895,2722348,UNIDADE MISTA DA FAMILIA MONSENHOR MOISES V DOS ANJOS,POVOADO CANDUNDA,POV CANDUNDA,Senador Rui Palmeira,8236226500,Desempenho muito acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,AL,Senador Rui Palmeira,UNIDADE MISTA DA FAMILIA MONSENHOR MOISES V DOS ANJOS,POVOADO CANDUNDA - S/N,POV CANDUNDA,27,Alagoas
67,-9.925,-36.476,270400,6965695,POSTO DE SAUDE OLHO DAGUA,POVOADO OLHO DAGUA,ZONA RURAL,Junqueiro,Não se aplica,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,AL,Junqueiro,UNIDADE BASICA DE SAUDE DA FAMILIA MARIA CORINA PEREIRA,POVOADO OLHO DAGUA - S/N,ZONA RURAL,27,Alagoas
68,-9.666,-35.735,270430,2005581,CENTRO DE SAUDE SAO VICENTE DE PAULA PINHEIRO,TRAVESSA NATAL,PINHEIRO,Maceió,33155437,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,AL,Maceió,CENTRO DE SAUDE SAO VICENTE DE PAULA PINHEIRO 3 DS,TRAVESSA NATAL - S/N,PINHEIRO,27,Alagoas
69,-9.884,-36.829,270290,2720264,UNIDADE DE SAUDE DA FAMILIA BARBOSA,SITIO BARBOSA,ZONA RURAL,Girau do Ponciano,Não se aplica,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,AL,Girau do Ponciano,UNIDADE DE SAUDE DA FAMILIA BARBOSA,SITIO BARBOSA - S/N,ZONA RURAL,27,Alagoas
70,-9.741,-36.503,270420,2007304,UNIDADE DE SAUDE DA FAMILIA CHA DO MIRANDA,SITIO CHA DO MIRANDA,ZONA RURAL,Limoeiro de Anadia,(82)5231181,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,AL,Limoeiro de Anadia,POSTO DE SAUDE CHA DO MIRANDA,SITIO CHA DO MIRANDA - S/N,ZONA RURAL,27,Alagoas
71,-9.925,-36.476,270400,6876595,UNIDADE BASICA DE SAUDE DA FAMILIA PALMEIRINHA,POVOADO PALMEIRINHA,ZONA RURAL,Junqueiro,Não se aplica,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,AL,Junqueiro,UNIDADE BASICA DE SAUDE DA FAMILIA PALMEIRINHA,POVOADO PALMEIRINHA - S/N,ZONA RURAL,27,Alagoas
72,-9.684,-36.304,270020,6363407,USF SERTAOZINHO,RUA CEL COSTA NUNES,CENTRO,Anadia,Não se aplica,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,AL,Anadia,USF SERTAOZINHO,RUA DR HERMES DA FONSECA - S/N,SERTAOZINHO,27,Alagoas
73,-9.934,-36.554,270880,2722496,UNIDADE SAUDE DA FAMILIA CRUZEIRO,RUA JOSEFA LUCIO CORDEIRO,CRUZEIRO,São Sebastião,(82)5421355,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho muito acima da média,AL,São Sebastião,UNIDADE SAUDE DA FAMILIA CRUZEIRO,RUA JOSEFA LUCIO CORDEIRO - S/N,CRUZEIRO,27,Alagoas
74,-9.782,-36.351,270140,2721716,UNIDADE BASICA DE SAUDE DEP ANTONIO HOLANDA,RUA DORGIVAL GONCALVES,POV LUZIAPOLES,Campo Alegre,Não se aplica,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,AL,Campo Alegre,UBS 06 JOSE FIRMINO DA SILVA,RUA SAO JOSE - S/N,LUZIAPOLIS,27,Alagoas
75,-9.83,-36.738,270410,2720361,POSTO DE SAUDE CAPIM LAGOA DA CANOA,POVOADO CAPIM,ZONA RURAL,Lagoa da Canoa,Não se aplica,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,AL,Lagoa da Canoa,POSTO DE SAUDE CAPIM LAGOA DA CANOA,POVOADO CAPIM - S/N,ZONA RURAL,27,Alagoas
76,-9.666,-35.735,270430,2005735,UNIDADE BASICA DE SAUDE GRACILIANO RAMOS,CJ GRACILIANO RAMOS CRECHE 1,CID UNIVERSITARIA,Maceió,33155441,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,AL,Maceió,UNIDADE BASICA DE SAUDE GRACILIANO RAMOS 7 DS,CJ GRACILIANO RAMOS CRECHE 1 - S/N,CID UNIVERSITARIA,27,Alagoas
77,-9.925,-36.476,270400,6965121,POSTO DE SAUDE RETIRO VELHO,POVOADO RETIRO VELHO,ZONA RURAL,Junqueiro,Não se aplica,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,AL,Junqueiro,POSTO DE SAUDE RETIRO VELHO,POVOADO RETIRO VELHO - S/N,ZONA RURAL,27,Alagoas
78,-9.502,-36.023,270040,2008068,UNIDADE SAUDE DA FAMILIA PORANGABA,POVOADO PORANGABA,CENTRO,Atalaia,8232992000,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,AL,Atalaia,UNIDADE SAUDE DA FAMILIA PORANGABA,POVOADO PORANGABA - 21,CENTRO,27,Alagoas
79,-9.83,-36.738,270410,2720965,POSTO DE SAUDE PAU DARCO,SITIO PAU DARCO,ZONA RURAL,Lagoa da Canoa,Não se aplica,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,AL,Lagoa da Canoa,POSTO DE SAUDE PAU DARCO,SITIO PAU DARCO - S/N,ZONA RURAL,27,Alagoas
80,-10.186,-36.84,270750,2008815,ESF BARRA DO ITIUBA,POVOADO BARRA DO ITIUBA,ZONA RURAL,Porto Real do Colégio,35531131,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,AL,Porto Real do Colégio,ESF BARRA DO ITIUBA,POVOADO BARRA DO ITIUBA - S/N,ZONA RURAL,27,Alagoas
81,-9.741,-36.503,270420,2007274,POSTO DE SAUDE POCO DA PEDRA,SITIO POCO DA PEDRA,ZONA RURAL,Limoeiro de Anadia,(82)5231181,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,AL,Limoeiro de Anadia,POSTO DE SAUDE POCO DA PEDRA,SITIO POCO DA PEDRA - S/N,ZONA RURAL,27,Alagoas
82,-9.641,-36.22,270100,2009498,USF JOSE PALMEIRA FILHO PALMEIRINHA,POVOADO PALMEIRINHA,ZONA RURAL,Boca da Mata,(82)2791380,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,AL,Boca da Mata,UBS JOSE PALMEIRA FILHO PALMEIRINHA,FAZ PALMEIRINHA - S/N,ZONA RURAL,27,Alagoas
83,-9.925,-36.476,270400,6965296,POSTO DE SAUDE VARZEA DE CIMA,POVOADO VARZEA DE CIMA,ZONA RURAL,Junqueiro,Não se aplica,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,AL,Junqueiro,POSTO DE SAUDE VARZEA DE CIMA,POVOADO VARZEA DE CIMA - S/N,ZONA RURAL,27,Alagoas
84,-9.641,-36.22,270100,2009463,USF PERI PERI,POVOADO PERI PERI,NAO CONSTA,Boca da Mata,(82)2791380,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,AL,Boca da Mata,UBS PERI PERI,POVOADO PERI PERI - S/N,NAO CONSTA,27,Alagoas
85,-9.645,-36.497,270910,2720426,USF JOSE WANDERLEY NETO,POVOADO LAGOA GRANDE,ZONA RURAL,Taquarana,Não se aplica,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,AL,Taquarana,USF ABEL BEZERRA DA SILVA,POVOADO LAGOA GRANDE - S/N,ZONA RURAL,27,Alagoas
86,-9.397,-36.154,270130,2010399,UNIDADE BASICA DO SITINHO PSF VII,RUA DO SITINHO,CENTRO,Cajueiro,(82)2841225,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,AL,Cajueiro,UNIDADE BASICA DO SITINHO PSF VII,RUA SARGENTO JOAO SAMPAIO - 59,CENTRO,27,Alagoas
87,-9.383,-35.842,270520,2720884,POSTO DE SAUDE MANOEL LINS CALHEIROS,CONJ TEOTONIO VILELA,CENTRO,Messias,8232621760,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho muito acima da média,AL,Messias,POSTO DE SAUDE MANOEL LINS CALHEIROS,RUA FLORIANO PEIXOTO - S/N,CENTRO,27,Alagoas
88,-9.371,-36.241,270940,2011603,CENTRO DE SAUDE ESPECIALIZADO,RUA FREDERICO MAIA,CENTRO,Viçosa,(82) 2831846,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,AL,Viçosa,CENTRO DE SAUDE ESPECIALIZADO OSWALDO BRANDAO VILELA,RUA FREDERICO MAIA - S/N,CENTRO,27,Alagoas
89,-9.934,-36.554,270880,2721252,POSTO DE SAUDE SAPE,POVOADO SAPE,ZONA RURAL,São Sebastião,(82)5421355,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,AL,São Sebastião,POSTO DE SAUDE SAPE,POVOADO SAPE - 1,ZONA RURAL,27,Alagoas
90,-9.782,-36.351,270140,2721759,UNIDADE BASICA DE SAUDE DE CAMPO ALEGRE,AV GUARANI,CENTRO,Campo Alegre,( )82275111,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,AL,Campo Alegre,UBS 14 E 16 JOSE EGIDIO,AV GUARANI - 270,CENTRO,27,Alagoas
91,-9.781,-36.094,270860,2010240,UNIDADE DE SAUDE DA FAMILIA GERALDO SAMPAIO,RUA MIGUEL MOREIRA TORRES,GERALDO SAMPAIO,São Miguel dos Campos,32714167,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,AL,São Miguel dos Campos,UNIDADE BASICA DE SAUDE RENATA DE ALMEIDA SA,QUADRA C - S/N,LOTEAMENTO JOSE ALVE,27,Alagoas
92,-9.925,-36.476,270400,6966136,POSTO DE SAUDE TAMANDUA,POV TAMANDUA,ZONA RURAL,Junqueiro,Não se aplica,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,AL,Junqueiro,POSTO DE SAUDE TAMANDUA,POV TAMANDUA - S/N,ZONA RURAL,27,Alagoas
93,-9.371,-36.241,270940,2003554,POSTO DE SAUDE DE ANEL,POVOADO DE ANEL,DISTRITO,Viçosa,Não se aplica,Desempenho muito acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,AL,Viçosa,UNIDADE BASICA DE SAUDE ANEL,POVOADO DE ANEL - S/N,ZONA RURAL,27,Alagoas
94,-9.83,-36.738,270410,2720817,POSTO DE SAUDE LAGOA DA PEDRA,SITIO LAGOA DA PEDRA,ZONA RURAL,Lagoa da Canoa,Não se aplica,Desempenho acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,AL,Lagoa da Canoa,POSTO DE SAUDE LAGOA DA PEDRA,SITIO LAGOA DA PEDRA - S/N,ZONA RURAL,27,Alagoas
95,-10.058,-36.817,270590,2721090,POSTO DE SAUDE POVOADO OITEIRO ALTO,POVOADO OITEIRO ALTO,ZONA RURAL,Olho d'Água Grande,(82)5350113,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,AL,Olho d'Água Grande,POSTO DE SAUDE POVOADO OITEIRO ALTO,POVOADO OITEIRO ALTO - S/N,ZONA RURAL,27,Alagoas
96,-9.925,-36.476,270400,2720280,POSTO DE SAUDE BARRO VERMELHO,POVOADO BARRO VERMELHO,ZONA RURAL,Junqueiro,(82)541 1218,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,AL,Junqueiro,POSTO DE SAUDE BARRO VERMELHO,POVOADO BARRO VERMELHO - S/N,ZONA RURAL,27,Alagoas
97,-9.371,-36.241,270940,2003538,POSTO DE SAUDE FREI DAMIAO,CONJ FREI DAMIAO,CENTRO,Viçosa,(82)2830000,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,AL,Viçosa,POSTO DE SAUDE FREI DAMIAO,CONJ FREI DAMIAO - S/N,CENTRO,27,Alagoas
98,-9.371,-36.241,270940,2003538,POSTO DE SAUDE FREI DAMIAO,CONJ FREI DAMIAO,CENTRO,Viçosa,(82)2830000,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,AL,Viçosa,POSTO DE SAUDE FREI DAMIAO,CONJ FREI DAMIAO - S/N,CENTRO,27,Alagoas
99,-9.478,-35.853,270770,2720922,USF MARGARIDA LEAO,RUA DO HOSPITAL,USINA UTINGA LEAO,Rio Largo,32185292,Desempenho acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,AL,Rio Largo,USF MARGARIDA LEAO,RUA DO HOSPITAL - S/N,USINA UTINGA LEAO,27,Alagoas
100,-9.752,-36.661,270030,6998720,PACS RIACHO SECO,RUA ANTONIO FELICIANO,CANAFISTULA,Arapiraca,Não se aplica,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,AL,Arapiraca,UBS RIACHO SECO,RUA ANTONIO FELICIANO - 1079,CANAFISTULA,27,Alagoas
101,-9.884,-36.829,270290,6170668,UNIDADE DE SAUDE DA FAMILIA PARANA,POVOADO PARANA,ZONA RURAL,Girau do Ponciano,Não se aplica,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho muito acima da média,AL,Girau do Ponciano,UNIDADE DE SAUDE DA FAMILIA PARANA,ASSENTAMENTO PARANA - S/N,ZONA RURAL,27,Alagoas
102,-9.502,-36.023,270040,2008114,UNIDADE SAUDE DA FAMILIA DOS ALTOS,ALTO JOAO MIRANDA,CENTRO,Atalaia,32641824,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,AL,Atalaia,UNIDADE SAUDE DA FAMILIA DOS ALTOS,ALTO JOAO MIRANDA - 10,CENTRO,27,Alagoas
103,-9.502,-36.023,270040,2008084,UNIDADE SAUDE DA FAMILIA OURICURI,POVOADO OURICURI,CENTRO,Atalaia,8232993000,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,AL,Atalaia,UNIDADE SAUDE DA FAMILIA OURICURI,POVOADO OURICURI - 18,CENTRO,27,Alagoas
104,-9.502,-36.023,270040,2008025,UNIDADE SAUDE DA FAMILIA BRANCA,BRANCA DE ATALAIA,CENTRO,Atalaia,8232994810,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,AL,Atalaia,UNIDADE SAUDE DA FAMILIA BRANCA,BRANCA DE ATALAIA - S/N,CENTRO,27,Alagoas
105,-9.925,-36.476,270400,6965687,POSTO DE SAUDE PAU FERRO,POVOADO PAU FERRO,ZONA RURAL,Junqueiro,Não se aplica,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,AL,Junqueiro,POSTO DE SAUDE PAU FERRO,POVOADO PAU FERRO - S/N,ZONA RURAL,27,Alagoas
106,-9.502,-36.023,270040,2008092,UNIDADE SAUDE DA FAMILIA OLHOS DAGUA,POVOADO OLHOS DAGUA,CENTRO,Atalaia,8232991038,Desempenho muito acima da média,Desempenho muito acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,AL,Atalaia,UNIDADE SAUDE DA FAMILIA OLHOS DAGUA,POVOADO OLHOS DAGUA - 20,CENTRO,27,Alagoas
107,-9.397,-36.154,270130,2007223,POSTO DE SAUDE MARTINIANO FERREIRA PSF VI,FAZENDA SERRA DA ROSA,ZONA RURAL,Cajueiro,(82)32841225,Desempenho acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,AL,Cajueiro,POSTO DE SAUDE MARTINIANO FERREIRA PSF VI,FAZENDA SERRA DA ROSA - S/N,ZONA RURAL,27,Alagoas
108,-10.126,-36.176,270230,2005522,USF BOTAFOGO,POVOADO BOTAFOGO,ZONA RURAL,Coruripe,(82)2737522,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,AL,Coruripe,USF BOTAFOGO,RUA DO POSTO - S/N,POVOADO BOTAFOGO Z,27,Alagoas
109,-9.925,-36.476,270400,6968821,POSTO DE SAUDE ATOLEIRO,POVOADO ATOLEIRO,ZONA RURAL,Junqueiro,Não se aplica,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,AL,Junqueiro,POSTO DE SAUDE ATOLEIRO,POVOADO ATOLEIRO - S/N,ZONA RURAL,27,Alagoas
110,-9.83,-36.738,270410,2721120,POSTO DE SAUDE QUEIMADA,PRACA V BENICIO A DE OLIVEIRA,CENTRO,Lagoa da Canoa,Não se aplica,Desempenho acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,AL,Lagoa da Canoa,POSTO DE SAUDE QUEIMADA,PRACA V BENICIO A DE OLIVEIRA - S/N,CENTRO,27,Alagoas
111,-9.934,-36.554,270880,2720450,POSTO DE SAUDE CURRALINHO,POVOADO CURRALINHO,CENTRO,São Sebastião,(82)5421355,Desempenho acima da média,Desempenho acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,AL,São Sebastião,POSTO DE SAUDE CURRALINHO,POVOADO CURRALINHO - 1,ZONA RURAL,27,Alagoas
112,-10.29,-36.586,270670,2003759,USF DE SANTA MARGARIDA,POVOADO SANTA MARGARIDA,POV SANTA MARAGARIDA,Penedo,Não se aplica,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,AL,Penedo,USF DE SANTA MARGARIDA,POVOADO SANTA MARGARIDA - S/N,POV SANTA MARAGARIDA,27,Alagoas
113,-10.004,-36.024,270375,2721597,USF ALAGOINHAS,POVOADO FRANCA,ZONA RURAL,Jequiá da Praia,Não se aplica,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho muito acima da média,AL,Jequiá da Praia,UBS SALOMAO BARBOSA DA SILVA,POVOADO FRANCA - S/N,ZONA RURAL,27,Alagoas
